path	artist_name	artist_location
G/K/L/TRGKLDP128F93053E6	Halestorm	PA
D/J/I/TRDJIKZ128EF343C43	Sarah Connor	
U/J/W/TRUJWRU128F92D5D2D	Eoghan Quigg	
M/H/Z/TRMHZDA128F42950E1	"Kenny ""Babyface"" Edmonds"	
P/B/A/TRPBAFD128EF34657C	Ilhan Irem	
H/S/E/TRHSELA128F145A83F	Zucchero	Roncocesi, Italy
W/E/V/TRWEVNO128F4250141	Peter Gabriel	London, England
V/C/D/TRVCDFS128F92E8F22	Britney Spears	Kentwood, LA; Los Angeles, CA
H/N/D/TRHNDPK128F148C9FC	Femi Kuti	London, England
Y/U/J/TRYUJNI128F4263C6B	Hipsway	
M/J/Q/TRMJQYX128F4228949	Russell Watson / Hayley Westenra	
B/J/V/TRBJVVL128F931E1BF	Kylie Minogue	Melbourne, Australia
B/P/C/TRBPCYT128F4228986	Diana Ross	Detroit, MI
A/C/T/TRACTES128F427AD28	Willie Nelson	Texas
A/C/Q/TRACQIB128F147DAC4	Siw Malmkvist	
Z/C/N/TRZCNJN128F14ACF94	Marco Beltrami	
L/Z/X/TRLZXPD128F426EC74	Maurizio Gubellini	
I/I/U/TRIIUGA128F42AD432	Ozzy Osbourne	Birmingham, England
R/I/B/TRRIBQF12903CE760A	Meaghan Smith	
B/P/Z/TRBPZQJ128F92ECE55	Razorlight	London
K/R/T/TRKRTZS128F935475D	Neri Per Caso	
J/G/E/TRJGELF128F92CBFDA	Daniel Powter	Vernon, British Columbia, Canada
M/G/X/TRMGXXS128F427F32C	Vincent Oliver	
H/E/J/TRHEJGW128F1456F6F	Deep Purple	Hertford, England
X/B/Y/TRXBYWS128F93297DB	Thea Gilmore	Oxford, England
Q/V/C/TRQVCFS128F42857B2	Daryl Hall & John Oates	Philadelphia, Pennsylvania
N/E/V/TRNEVQL128F933A55C	Megavier	
M/Q/C/TRMQCWS12903CA98E8	Jessica Mauboy	Darwin, NT
S/Q/U/TRSQUJN12903CA5971	Late Night Alumni	Salt Lake City/San Francisco
G/B/Y/TRGBYYH128F4272357	Lionel Richie	Beverly Hills, CA
G/F/Y/TRGFYAZ12903CFEF6E	Pallas	
V/K/M/TRVKMEI128F9340AFB	Trisomie 21	
G/T/M/TRGTMPR128F9300846	The Magic Time Travelers	
N/W/O/TRNWOAR128F423CFFE	Luis Miguel	San Juan, Puerto Rico
Y/E/N/TRYENBU128E0780CDA	Coldplay	
H/E/T/TRHETMP128F92CB563	Panpipes	
Q/K/S/TRQKSOC12903CCFB99	Lila Mccann	Steilacoom, WA
A/O/B/TRAOBUW128F422B22D	Diorama	
C/K/C/TRCKCXH12903D138D2	Daddy Yankee	Puerto Rico
C/Q/Y/TRCQYDR128F92C64AC	David Gilmour	Cambridgeshire, England
X/H/Y/TRXHYCI128F427EDF2	Keb' Mo'	Los Angeles, CA
C/S/K/TRCSKFQ128F428C9A8	Uniting Nations	
G/T/Q/TRGTQOM128EF340DDF	Sister Vanilla	
Q/J/E/TRQJELY12903CFE728	Rosana	
R/H/Z/TRRHZHZ12903CE6A70	Demi Lovato	
V/O/F/TRVOFLZ128F148A5B5	Envoy feat. Ewan Pearson & Craig Armstrong	
Y/W/N/TRYWNSR128F1487655	Chingy Featuring J/Weav	St. Louis, MO
N/M/K/TRNMKEH128F42B62AD	U2	Dublin, Ireland
V/F/M/TRVFMYK128E079969E	Linkin Park	Los Angeles, CA
A/K/Q/TRAKQIH128EF343180	Apocalyptica	Helsinki, Finland
I/T/M/TRITMXS128F4269AA3	Fire Ball	Florida
G/Q/Z/TRGQZTB128F92F8767	Ke$ha	florida
A/P/S/TRAPSAQ128F426953A	Mariano Yanani	
S/Q/X/TRSQXDP12903CFB2D5	Rammstein	Germany
J/S/E/TRJSEHV128F4248214	Marquess	Hanover, Germany
V/I/J/TRVIJEI128F932623E	Jordin Sparks	Phoenix, AZ
W/L/K/TRWLKYP128F92FD34D	Nena	Hagen, W. Germany
E/K/E/TREKEFB128F42631AA	The Feeling	London, England
H/V/E/TRHVEGF128F4285B76	Shaila Dúrcal	
A/T/P/TRATPQI12903D0D0D8	Itzhak Perlman/London Philharmonic Orchestra	Israel, Tel Aviv
T/Q/S/TRTQSKF128F423C080	King Curtis	Fort Worth, TX
D/D/R/TRDDRCC128F4261D57	Neil Diamond	Brooklyn, NY
K/C/R/TRKCRNY128F42413CE	The Dresden Dolls	Boston, MA
Z/F/B/TRZFBMN128F4258DC2	Toru Takemitsu	
D/J/I/TRDJIEM128F9334E7A	Eddie Rabbitt	Brooklyn, NY
C/U/S/TRCUSSC128F92C5778	Stone Temple Pilots	
D/F/H/TRDFHEE12903CEBC80	Norman Connors	Philadelphia, PA
S/K/G/TRSKGLZ128F92FD606	Jean-Jacques Goldman	Paris, France
C/X/X/TRCXXSA128F933627C	Kelly Clarkson	
X/F/I/TRXFILC128F930664F	Mike Batt	Southampton, Hampshire, England
K/D/P/TRKDPOV128F92D166A	Eric Marienthal	Sacramento, CA
A/T/K/TRATKVY128EF35F97A	Maroon 5	Los Angeles, CA
X/G/H/TRXGHMY128F4229504	Pink Floyd	London, England
N/S/U/TRNSUBY128F423C091	Slade	Pennsylvania
O/B/G/TROBGWS128F9329A59	Andrew Gold	Burbank, CA
E/Y/G/TREYGEV128F93233AB	Bob Marley & The Wailers	
E/X/I/TREXIKU128F9324C46	Magenta	South wales
A/K/K/TRAKKGU128F4243506	Futureheads	Sunderland
E/C/W/TRECWRM128F930B4E1	Johnny Logan	
T/Y/J/TRTYJYN128F14A6E0E	SNAP!	Germany
R/C/B/TRRCBWL128F429279B	Will Young & Gareth Gates	
P/F/U/TRPFUWG128F92D3869	Claire Hamill	UK - England - South East
M/T/Y/TRMTYXC12903CA8847	Twinkle Twinkle Little Rock Star	
H/P/D/TRHPDAT128F42941E0	Lordi	Finland
G/B/D/TRGBDJM12903CDB1C4	Fire Town	
R/V/T/TRRVTRX128F92C92AD	Richard Clayderman	Paris, France
J/L/C/TRJLCZV128F92F568A	The Mamas & The Papas	New York, NY
S/M/M/TRSMMOS128F42709A1	Musica & Benessere	
T/F/Y/TRTFYJD128F1453A94	Enya	Gweedore, Donegal, Ireland
I/J/D/TRIJDSY128F42A98CF	Quantum Leap	
V/R/Y/TRVRYCJ128F42BA53C	The Rolling Stones	London, England
H/X/F/TRHXFGH128F92FC34E	Lara Fabian	
G/W/W/TRGWWBM12903CDDED5	Christian Wunsch	
U/Q/F/TRUQFNG128F9354F77	Preston School Of Industry	
Y/J/O/TRYJOZK128F92F12C6	Rachael Yamagata	Arlington, VA
G/L/T/TRGLTUC128F427F25E	Jane Olivor	New York, NY
T/F/I/TRTFIGY128F422FA92	Stevie B	
W/N/G/TRWNGVV12903CCCE7A	Alan Jackson	Newnan, GA
R/U/H/TRRUHQN128E0781A4F	Mazzy Star	
V/Z/M/TRVZMIG128F92CD8FE	BarlowGirl	Chicago, IL
Z/Y/F/TRZYFRX128F429983A	Hot Chocolate	Brixton, London, England
P/X/G/TRPXGCG128F14683FA	Ning Baizura	
K/T/B/TRKTBIW128F4278640	Paul Kelly	Adelaide, Australia
V/M/T/TRVMTNP12903CB2710	Ultra Naté	
K/K/J/TRKKJHZ12903CF7C95	The Band	Toronto, Ontario, Canada
M/U/W/TRMUWGV12903CFB8B2	John Tesh	Garden City, Long Island, New York
D/O/B/TRDOBIE12903CE1912	Frank Gambale	Canberra, Australia
Y/D/K/TRYDKJG128F14658DE	David Guetta - Joachim Garraud - Chris Willis	
U/U/L/TRUULJC128E07848E8	Zucchero / Paul Young	Roncocesi, Italy
P/N/G/TRPNGWN128F423ACD0	Grace Potter and the Nocturnals	Waitsfield VT
M/R/Z/TRMRZEL128F92FA8C9	Rick Wakeman	London, England
V/U/H/TRVUHPJ12903CEDDA0	Push to Talk	
E/N/B/TRENBXL128F425EBD0	EM1	Michigan
W/S/M/TRWSMJM128F9353D7B	Nina Kinert	Highland Park New Jersey USA
R/R/I/TRRRIYO128F428CF6F	Volebeats	Hamtramck, MI
D/W/V/TRDWVKZ128F92D4BFC	Lucas Masciano	
P/J/Y/TRPJYCW128F42B45FE	RMB	
M/T/W/TRMTWOQ128F145F6F0	Bosson	Sweden
G/S/T/TRGSTMF128F42310A9	Jane Birkin	London, England
G/L/P/TRGLPHJ12903CE599D	We Are The Fallen	
W/U/P/TRWUPDA128E0780C8F	Coldplay	
L/U/R/TRLUROA128F932A2E2	Chris De Burgh	Buenos Aires, Argentina
R/I/U/TRRIUKV128F423AAF5	Mateo Messina	
I/U/O/TRIUOPI128F92F6ABA	Lale Andersen	
I/T/E/TRITEAD128F42884E0	Jantje Smit	
T/T/A/TRTTAMH128F92ED8C9	Bob Marley & The Wailers	
M/C/W/TRMCWMI12903CDB15B	Knight Area	
W/Y/V/TRWYVBA128F424D7FC	Orishas	
E/Q/M/TREQMCL128F93386FF	Só Pra Contrariar	
B/A/I/TRBAINE128F42B8948	Rufus Wainwright	Rhinebeck, NY
M/Q/J/TRMQJFK128F4232AC8	Laura Pausini	
H/E/D/TRHEDZB128F92D5493	In Extremo	
K/W/C/TRKWCZE128F148DEBB	Kudai	Chile
R/A/C/TRRACHN128E07918EA	The Mamas & The Papas	New York, NY
A/O/W/TRAOWVD128F930C0D1	Charlie Byrd	Chuckatuck, VA
L/E/B/TRLEBMZ128F92CF0AC	Alesha Dixon	Welwyn Garden City
J/B/A/TRJBAQK128F92DEDD1	Test Your Reflex	Thousand Oaks, CA
B/A/K/TRBAKTC128F93358D6	The Troggs	Andover, Hampshire, England
A/H/L/TRAHLIF128F92E9CCF	Bebo Norman	
U/V/L/TRUVLJD128EF366735	Gigi D'agostino	
T/V/E/TRTVENG128F930C631	Vasco Rossi	
N/S/X/TRNSXNF12903CB64FA	Club 8	Sweden
Q/I/F/TRQIFUZ12903CAF5B7	Ballboy	Edinburgh, Scotland
L/U/R/TRLURQF128F42658B5	Arturo Sandoval	Artemisa, Cuba
Q/O/Z/TRQOZTP128F4258D8F	Sheila Walsh	
V/K/I/TRVKIBX128F42BCE52	Jason Michael Carroll	
O/K/T/TROKTJY128F4293B7B	Vilma Palma e Vampiros	
R/M/U/TRRMUCX128F42640A6	McFly	London, England
L/B/C/TRLBCCY128F146EEF3	Roberta Flack	Asheville, NC
V/G/Q/TRVGQQT128F9366EBC	12 Stones	Mandeville, Louisiana
A/E/G/TRAEGTE128F145C210	Atomic Kitten	Liverpool, England
A/U/D/TRAUDLX128F931A3F1	Jesse James	El Dorado, AR
I/A/J/TRIAJTY128F9325448	Phillips_ Craig And Dean	Brentwood, TN
R/V/J/TRRVJEX128F42A4A1A	Shock	Oregon
E/L/J/TRELJJQ12903CB150C	Mott The Hoople	AMELIA, Ohio
K/R/V/TRKRVIC128F932A6E5	Sonicflood	
M/C/I/TRMCIKI128F149306E	Lunik	Switzerland
W/R/Q/TRWRQLC128F424C3F6	Paul Di'Anno	Chingford, London
I/A/A/TRIAAGR128F42873F0	The Rainbow Orchestra	
C/U/S/TRCUSRA128F931313F	Aaron Shust	
A/S/R/TRASRXK128F9311176	Arctic Monkeys	Sheffield, South Yorkshire, Engla
I/J/Q/TRIJQBQ128F1480DD7	Fabolous	Brooklyn, NY
L/J/Y/TRLJYGJ128F426941A	Mariano Yanani	
D/V/Z/TRDVZNI128F932D91B	Spektrum	
P/D/X/TRPDXBE128F42BAC8A	Evanescence	New York, NY
W/T/Q/TRWTQHX12903CAFF53	Matthew Sweet & Susanna Hoffs	
J/R/O/TRJROGV128F42BC6F2	Casting Crowns	Atlanta, GA
W/S/R/TRWSRFF12903CA6410	Flunk	Oslo, Norway
M/O/H/TRMOHAC128F9334E61	Eddie Rabbitt	Brooklyn, NY
O/K/B/TROKBOV128F427D3D1	Mondo Marcio	
J/N/X/TRJNXWU128E0787322	Simple Plan	Montreal, Quebec, Canada
Y/G/W/TRYGWHR128F93264D3	Zanzibar	California - SF
X/H/G/TRXHGWG128F92E2AE8	Phil Coulter	Derry, Northern Ireland
T/U/V/TRTUVQQ128F4275DF9	Keith Caputo	
A/K/H/TRAKHAY128F92D1C6B	Césaria Evora	
A/S/P/TRASPLO12903CD6A9E	Royal Philharmonic Orchestra	Tennessee
M/B/X/TRMBXCO128F42AF40F	Jennifer Lopez	The Bronx, New York
J/A/Z/TRJAZUU128F42383B7	Courage of Lassie	
G/C/B/TRGCBUN128EF3675A8	Billy Talent	Toronto, ON
O/Y/U/TROYUQR128F4234ADF	Dolly Parton_ Linda Ronstadt & Emmylou Harris	
I/E/K/TRIEKKS128F423AEB8	Ellen Allien	Berlin, Germany
D/I/X/TRDIXDS128F423FCC2	Green Day Can You Rock Instructional	Berkeley, CA
N/R/O/TRNROKK128F9311248	Justin Timberlake	
L/E/J/TRLEJHB12903CAC3DB	Long John Baldry	London, England
F/P/B/TRFPBJX128F42835FD	Hurricane Gator	TOLEDO, Ohio
E/Z/A/TREZACO128F4231093	Rivers Cuomo	
U/C/Q/TRUCQQX128F42962F7	Say Hi To Your Mom	New York NY
N/E/V/TRNEVQL128F933A55C	Megavier	
C/R/U/TRCRUYA12903CE77E0	Haley	Pennsylvania
V/Q/B/TRVQBTU128F93015FA	Kim Sozzi	
X/U/Q/TRXUQXY128F1473AA1	Mike Post feat. Larry Carlton	Los Angeles, CA
R/J/S/TRRJSHB128EF34279C	Warren Zevon	Chicago, IL
U/S/A/TRUSADF128F429889E	En Vogue	California - LA
I/C/H/TRICHDD128F425A9D0	Andy Abraham	London, England
T/E/L/TRTELIL128F427B1ED	Lil Wayne / Static Major	New Orleans
X/P/I/TRXPIBD128F9307742	Shakira	Barranquilla, Colombia
P/Z/G/TRPZGPK128F428EC50	Tiny Dancers	Yorkshire, England
R/C/J/TRRCJSE12903CE67B8	Staind	Springfield, MA
T/P/X/TRTPXLB128F4265654	Vern Gosdin	Woodland, AL
T/X/G/TRTXGLV128F92E3EA2	Roy Orbison	Vernon, TX
Y/E/S/TRYESON128F930B81D	Gianluca Grignani	Milan, Italy
H/O/G/TRHOGMB128F1481949	Dusty Springfield	Hampstead, London, England
W/S/C/TRWSCRP128F4290EFB	Marc Et Claude	
W/E/A/TRWEAYH128F1470868	Tears For Fears	Bath, Somerset, England
R/X/F/TRRXFJZ128F934BC41	Enya	Gweedore, Donegal, Ireland
D/O/N/TRDONCE12903CCB83B	Sum 41	Ajax, Ontario, Canada
L/A/V/TRLAVXJ12903CC429C	Craig David	Southampton, England
O/L/P/TROLPJU128F1460F58	Matthew Jay	Plymouth, England
K/I/Z/TRKIZQR128F42289E1	Alicia Keys	Harlem, New York
U/S/T/TRUSTSU128F1460FB3	Cross Canadian Ragweed	Stillwater, OK
D/D/T/TRDDTYQ128F9334C26	Spice-1	
I/M/C/TRIMCRM128F1487354	Clint Eastwood	
K/A/U/TRKAUNT128E078AC85	Wilt	
Y/Y/R/TRYYRJF128E078647E	Sandie Shaw	Dagenham, Essex, England
V/J/Z/TRVJZSH128F424ED77	The Real Booty Babes	
Y/F/E/TRYFESD128F424095C	Nickelback	Hanna, Alberta, Canada
D/S/E/TRDSEXM128F429B7AD	Garbage	Madison, WI
W/X/D/TRWXDHA128EF35A607	Nightsky Bequest	
A/Z/O/TRAZOHM128F147F1F8	Dangerous Muse	
W/S/J/TRWSJOB128F932D77B	Oberpichler	
O/P/M/TROPMVC128F4230AC1	DJ ROXX	
Z/N/T/TRZNTLA128EF363651	Kroke	
E/L/V/TRELVLI128F426C8EB	David Byrne	Dumbarton, Scotland
I/Q/Z/TRIQZEW128F92F6B2A	Tom Cloud	Illinois
W/Y/Y/TRWYYWB128F92F608B	Mr. SOS	
W/S/C/TRWSCRP128F4290EFB	Marc Et Claude	
U/Y/K/TRUYKAK128F92DC34A	Giorgia	Rome
S/O/X/TRSOXDF12903CE3D79	Grandmaster Flash	Barbados, West Indies
V/M/O/TRVMONP128F92E3F05	Mariah Carey	New York, New York
G/I/G/TRGIGAT12903CF94DA	Chris Farlowe	Essex, England
Y/O/K/TRYOKRN128F9321806	U2	Dublin, Ireland
E/M/U/TREMUFM128F427EDCE	Jack Ingram	Texas
M/C/N/TRMCNVL128F930773D	La Fouine	
U/K/U/TRUKUBW128F426B4FB	Exile	CANADA - Ontario
R/V/P/TRRVPFH128F932475F	Paul Brown	Los Angeles, CA
I/N/B/TRINBQM12903CC6E81	Bianca Ryan	
C/T/U/TRCTUCT128F930472A	Alexia	California - SF
I/K/J/TRIKJPN128F1471807	The Ordinary Boys	Worthing, England
P/T/A/TRPTAAH128F9335255	ZZ Top	Houston, TX
Q/D/E/TRQDEFW128F42A4790	N Sync	
H/X/W/TRHXWAX128F92D2236	Ryoji Ikeda	
Y/O/L/TRYOLGS128F933C275	Joseph d'Anvers	
Z/A/D/TRZADBY128F93053EE	Halestorm	PA
M/R/R/TRMRRTM128F9311496	Raul Malo	Miami, FL
Z/F/E/TRZFEXW128F425174A	Marky Ramone	
W/D/U/TRWDUJS128F92FFB37	Big Boss Man	
T/H/A/TRTHASL128F42B7B20	Antiloop	
I/N/U/TRINUBW128F4249FAA	Russell Watson	
F/S/W/TRFSWWZ128F426AC0C	Bill Withers	Los Angeles, California
E/T/V/TRETVKS128F933EA24	The Mystic Moods Orchestra	
U/C/H/TRUCHHA128EF3435EA	Blink-182	Poway, CA
O/H/Q/TROHQCU12903CC5E1A	The Archies	
A/G/H/TRAGHDW128E078A83F	883	
D/E/Q/TRDEQJV128EF35A46E	Ruthie Foster	Texas
X/S/G/TRXSGVQ128F42AC2ED	Toni Braxton	Severn, MD
P/K/P/TRPKPQU128F4288B10	The Delfonics	Philadelphia, PA
V/Q/V/TRVQVNW128F92CB769	Dark Sanctuary	FRANCE
K/E/H/TRKEHUH12903CAC508	Sharleen Spiteri	
R/M/M/TRRMMRY128F428AEB8	Ruben Studdard	Birmingham, Alabama
K/B/C/TRKBCXQ128F9302C88	Dido	London, England
I/I/E/TRIIEWC128E0786659	Alanis Morissette	Ottawa, Ontario, Canada
L/L/E/TRLLERA128F4284DAE	Kroke	
O/K/V/TROKVCQ128F42810DC	Lasse Stefanz	
O/M/R/TROMRQA128F42A12BF	Velvet Revolver	Los Angeles, CA
Y/A/V/TRYAVKK12903CE7D12	Magic Pie	
C/B/X/TRCBXWS128F92F8EED	Roxette	Halmstad, Sweden
D/K/K/TRDKKUC128F425A4CE	Vasco Rossi	
F/H/Z/TRFHZFR128E07953C2	Bloodhound Gang	King of Prussia, PA
P/A/O/TRPAOAL128F423B024	Percy Grainger	
I/X/P/TRIXPKM128F42550C4	Kake Randelin	
E/N/M/TRENMEA128F425C3F6	Edurne	
Y/F/M/TRYFMYN128F426708C	Mariah Carey	New York, New York
W/U/M/TRWUMLV128F42B7FFF	The Killers	
H/U/X/TRHUXZC128F423BCEE	Matt Pond PA	Philadelphia, PA
D/W/W/TRDWWKK128F934B485	Norther	Espoo/Helsinki
K/G/V/TRKGVWI128F92EB746	Avantasia	
G/N/Z/TRGNZRO128F4261FE9	Carly Simon	New York, NY
R/B/R/TRRBROZ128F4265913	Three 6 Mafia featuring Josey Scott & Lil Wyte	Memphis, TN
B/X/V/TRBXVWC128F14A94F3	Robbie Williams	UK
H/V/O/TRHVOIR128F42BC9B1	Avril Lavigne	Belleville, Ontario, Canada
S/P/W/TRSPWLE128F149EE93	Thomas Fersen	
G/L/M/TRGLMHU12903C9CF45	Luke Doucet And The White Falcon	
M/X/Z/TRMXZFA128F148542A	Bananarama	London, England
J/W/H/TRJWHLA128F428B352	The Peepshows	
Y/K/Q/TRYKQBS128E078E0D9	Alanis Morissette	Ottawa, Ontario, Canada
P/O/S/TRPOSCB128F42786C2	Byron Metcalf	Prescott, AZ
M/C/O/TRMCOLG128F427F2E0	The Malibooz	California - LA
W/T/F/TRWTFNC12903CEC07A	Benny Neyman	
M/J/W/TRMJWJM128F4279D58	Barbara Dickson	Dunfermline, Scotland
W/R/N/TRWRNKD128F9327D73	The Mae Shi	
K/Q/M/TRKQMIJ128F146A885	Hannah Morris	
U/B/M/TRUBMGF128F93171A7	The Isley Brothers / Ronald Isley	Cincinnati, Ohio
P/X/F/TRPXFVT128F4233686	Nicole Willis / The Soul Investigators	
F/Q/K/TRFQKEV128F9348CC7	Marisela	
N/U/W/TRNUWWR128F425BEF7	Tenth Avenue North	West Palm Beach, Florida
C/U/B/TRCUBCT128F4232BE1	Eugenio Finardi	ITALY
U/J/I/TRUJISG12903CC50C3	ZZ Top	Houston, TX
R/V/V/TRRVVTK128F422BB5D	McFly	London, England
D/Y/E/TRDYEHF128F4289B08	Eros Ramazzotti duet with Tina Turner	
L/O/B/TRLOBUO128F42A6D1F	Meck ft. Dino	Wyomissing, PA
Z/U/M/TRZUMXT128E07825D9	Cracker	Richmond VA
A/C/K/TRACKAP128F425B741	Christina Aguilera	
J/B/N/TRJBNZY128EF35A247	Michael Bublé	British Columbia
T/T/X/TRTTXMB128F92F869C	Taras	
Y/D/U/TRYDUTZ128F9329F10	Devotchka	Denver, CO
S/W/B/TRSWBTU128F4288E52	Alejandro Sanz	Madrid, Spain
E/F/Q/TREFQXA128F933FFEE	Stray Cats	
W/D/U/TRWDUOE128EF3670E7	Lorenzo Antonio	New Mexico
L/C/E/TRLCEKX128F4236563	Azalia Snail	
C/T/E/TRCTEDP12903CBA4AB	Billy Joel	The Bronx, New York City, NY
P/Q/C/TRPQCHU128E078A7F9	Madonna	Bay City, MI
I/O/N/TRIONSE128F1497CFE	Songs:Ohia	
T/T/T/TRTTTRV128F428E82F	Alvin Stardust	
C/I/X/TRCIXVM128F932DCB9	Jon Crusoe	
I/Q/X/TRIQXUZ12903C9B632	Belle and Sebastian	
Q/I/W/TRQIWSM128F429CA68	Openair	
P/G/R/TRPGRLD128F92F57F0	Craig David	Southampton, England
X/S/O/TRXSOOY128EF3411A5	Lucky Soul	London, England
V/Q/H/TRVQHLF128F14A0588	The Disco Boys	
I/S/R/TRISRRR128F424D09F	Carpathian Forest	
H/N/W/TRHNWWZ128F1497E08	Okkervil River	Austin, TX
T/Z/Z/TRTZZGE128F425CBED	Chloe Agnew	
U/M/H/TRUMHPV128E0787314	The Corrs	
Y/G/F/TRYGFKV128F422ABE4	Paul Cardall	Utah
K/N/L/TRKNLVP128F93435B3	Nacho Vegas	
G/B/N/TRGBNBN128F9303FE3	Manu Chao	Paris, France
K/Y/F/TRKYFZJ128F42A97DC	Zehn Meter Feldweg	
W/F/J/TRWFJCQ128F4214A7F	Ashlee Simpson	Waco, TX
D/N/W/TRDNWCY128F428B902	Filterfunk	
P/G/I/TRPGIKX12903CA9355	Something For Kate	Melbourne, Australia
Z/B/I/TRZBINB128F42738DB	Lemon D	
W/J/X/TRWJXNO128F42514CA	Linkin Park	Los Angeles, CA
B/J/N/TRBJNRM128F4248414	The Shangri-Las	Queens, NY
G/L/G/TRGLGLD128F93141E4	Tinchy Stryder And Amele	London UK
M/E/S/TRMESDG12903CDE089	Simply Red	İngiltere
K/F/J/TRKFJXB128F42694A8	Simian Mobile Disco	England
A/H/Q/TRAHQST128F425CBE6	Chloe Agnew	
V/P/W/TRVPWBR128F9311545	Tim Hughes	CANADA - Ontario
G/V/H/TRGVHKP128F427A4D9	Aerosmith	Boston, MA
M/Y/P/TRMYPOA128F92C97B3	A Flock Of Seagulls	Liverpool, England
S/T/P/TRSTPIS128F42559B6	Hot Chip	London
Y/Z/H/TRYZHYS128F93321C9	Ben Kweller	San Francisco, CA
C/Y/L/TRCYLZV128F931848A	Keane	East Battle, Sussex, England
C/C/N/TRCCNDF128F9344543	Noitalinna Huraa!	
E/W/G/TREWGND128F4254BB5	Fountains Of Wayne	New York, NY
R/D/E/TRRDEWU128F42B0C91	The Upper Room	
K/O/W/TRKOWGR128F422BA5E	Junior Jack	
C/U/F/TRCUFRG128EF353934	Hampton String Quartet_ The	
M/X/E/TRMXECQ128F92C56F0	Gerald Levert	Cleveland, OH
X/W/E/TRXWEJW128E0788449	Souls	Great Britain / UK
M/I/Z/TRMIZVH128F42A52F6	Alcazar	Svezia
V/E/K/TRVEKSO12903CBD8E8	Maria Arredondo	
R/W/C/TRRWCAO128F92F9529	Tiziano Ferro	
K/D/O/TRKDOQC12903CCC183	Timo Räisänen	Sweden
R/G/D/TRRGDHC128F428C743	Magnus Carlsson	
I/D/A/TRIDARQ128F92F3C18	Brandon Heath	Nashville, TN
G/U/V/TRGUVSH12903CFC1FC	Calle Kristiansson	
L/Z/V/TRLZVVZ128F14524B2	Moya Brennan	
U/H/I/TRUHIWJ128F932DCCD	Switchfoot	San Diego, California
T/W/P/TRTWPBR12903CCBE18	Flunk	Oslo, Norway
F/I/N/TRFINMI128F4283676	Midtown	New Jersey
D/K/K/TRDKKFO12903D0977F	Sean Kingston	Kingston, Jamaica
E/J/U/TREJUPW128F934B948	30 Seconds To Mars	Los Angeles, CA
O/R/Y/TRORYKK128F145DF88	Huey Lewis And The News	108
C/D/F/TRCDFLE128F92FDBB6	The Sugarhill Gang	New York, NY
Q/G/Q/TRQGQVB128F92F22A0	Shawn Mullins	Atlanta, GA
X/Q/K/TRXQKSQ128F42B2E03	Evanescence	New York, NY
V/D/U/TRVDUHN128F930247D	Autoramas	
J/G/P/TRJGPWH12903D03D0B	Miike Snow	Stockholm SWEDEN
W/I/S/TRWISKP128F4265A52	Marc Lavoine	Longjumeau, France
G/R/D/TRGRDVU128E0782493	Kate Bush	Bexleyheath, Kent, England
M/J/S/TRMJSCJ12903D067FF	Kingdom Come	Pennsylvania
N/F/K/TRNFKOC128F92F1E67	Vincent De Moor	
S/H/E/TRSHEHM128F9308F21	Elliot Goldenthal	New York, NY
V/B/N/TRVBNTH128F42961A2	Sue Keller	Allentown, PA
I/N/K/TRINKBL128F4291478	Amici Forever	
C/C/P/TRCCPWT128F92F9A39	This Beautiful Republic	Toledo, OH
D/S/M/TRDSMYJ128F424801B	Bitch Alert	
H/W/Y/TRHWYNW128F429878E	Eva Dahlgren	
P/C/T/TRPCTGY128F931614A	Apocalyptica featuring Corey Taylor	Helsinki, Finland
N/S/H/TRNSHLG128F9365887	Space	London, England
G/F/V/TRGFVGL128E078F2D9	Abba	Stockholm, Sweden
X/J/Z/TRXJZOB128F428DD16	Gigi D'Alessio	
Y/P/L/TRYPLNI128EF340BB7	Maylene And The Sons Of Disaster	Birmingham, AL
F/D/N/TRFDNEH128F93273B8	Ensiferum	Helsinki, Finland
A/H/B/TRAHBJE128F149AB53	Perplexer	
K/W/B/TRKWBWU12903CC6E7F	Bianca Ryan	
J/L/K/TRJLKOX12903CE74A2	Randy Travis	Marshville, NC
E/K/E/TREKERQ128F9327AB1	Jennifer Lopez	The Bronx, New York
L/T/W/TRLTWSL128F931DE4F	The Beach Boys	Hawthorne, CA
B/J/H/TRBJHCW12903CEB351	2 Brothers On The 4th Floor	
G/R/L/TRGRLIW128E0787313	The Corrs	
J/I/A/TRJIASP128F9302E89	Snow Patrol	Dundee, Scotland
V/U/G/TRVUGES128F42438DE	Alexander O'Neal	Minneapolis, MN
P/P/H/TRPPHXO128F425F65B	Suzy Bogguss	Aledo, IL
X/Q/O/TRXQOKJ128F42A4CFB	The Offspring	Garden Grove, CA
H/K/E/TRHKEOQ128F425A1B2	Westlife	Dublin, Ireland
R/B/L/TRRBLYC128F42A8E04	Akon	St. Louis, MO
O/T/M/TROTMBQ128F149968B	Scooter	Florida
J/R/U/TRJRUGZ128F42900BC	ATB	
V/L/X/TRVLXOH128F148F6E5	Zsedenyi Adrienn	
N/O/S/TRNOSGL128F4268010	Ashford & Simpson	NY - New York City
C/W/Q/TRCWQGZ128F93217B8	Fall Out Boy	Wilmette, IL
W/U/Y/TRWUYXS128F42501C7	Moonbootica	
S/R/X/TRSRXRF128F42967A0	Lightning Dust	Vancouver, BC, Canada
B/Q/T/TRBQTSM128F42715BF	The Cab	
